qtd_membros,duracao_dias,cartoes_previstos,story_points_previstos,tipo_dominio,complexidade_media,percentual_bugs,percentual_retrabalho,velocidade_passada,produtividade_estimada
3,15,27,-1.2335111328281487,2,3.9,0.16,0.1,54.04,-0.7262620070671327
6,13,35,0.14205563498395915,0,3.1,0.25,0.07,32.92,-0.3535332377229537
6,19,50,-0.06777658383483698,1,2.1,0.16,0.15,35.38,-0.5931445894442117
6,13,25,-0.7672173132308241,3,3.3,0.23,0.19,62.62,-1.3918490951817382
3,13,44,-0.7672173132308241,0,3.1,0.14,0.08,54.89,0.3386773339162359
5,18,28,0.5150906906618189,0,3.5,0.25,0.15,53.1,0.7114061032604149
4,14,45,-0.10663440213461403,1,3.4,0.25,0.08,59.04,0.604912169162078
6,21,41,0.1653703259638254,1,2.6,0.08,0.15,57.77,-0.3269097541983695
7,20,28,2.6134128788497804,0,4.3,0.16,0.11,50.76,1.6698515101454467
4,13,32,-1.272368951127926,3,3.5,0.09,0.17,41.87,-1.3918490951817382
6,21,50,1.1445873471182073,3,3.6,0.16,0.13,32.48,0.7912765538341675
3,20,40,-0.8837907681301552,2,2.7,0.1,0.11,34.98,0.07244249867039375
3,17,46,-1.2917978602778144,3,2.7,0.06,0.08,53.25,-0.8593794246900538
5,14,40,0.1653703259638254,1,3.3,0.26,0.13,46.63,0.23218339981789904
4,19,34,-0.5107557124522955,1,4.4,0.26,0.17,48.34,-0.08729840247711154
3,20,47,-0.6506438583314929,3,3.3,0.13,0.1,43.38,0.604912169162078
3,20,44,0.0487968710644942,1,3.6,0.25,0.13,44.96,2.202321180637131
4,11,29,-0.5729282217319388,2,4.1,0.28,0.22,60.37,-0.1937923365754484
5,21,47,1.797398694554462,0,3.3,0.09,0.07,36.19,2.468556015882973
5,18,40,0.1653703259638254,2,4.4,0.18,0.12,31.4,0.23218339981789904
7,18,21,0.6549788365410163,0,2.0,0.11,0.08,62.08,-0.24703930362461685
6,19,28,0.81818167340008,3,2.5,0.07,0.13,59.04,0.41854778448998853
6,17,24,1.6808252396551306,0,1.7,0.09,0.12,56.46,1.4036166748996044
6,16,38,0.7016082185007488,2,2.1,0.22,0.05,62.06,0.28543036686706746
6,19,27,1.2611608020175384,2,3.1,0.11,0.19,66.18,0.9243939714570886
4,13,30,-1.070308295969085,3,1.6,0.07,0.15,36.08,-1.0457438093621432
4,20,21,-0.728359494931047,1,1.7,0.06,0.08,68.19,-0.46002717182129055
3,10,42,-1.5832314975261423,3,2.2,0.06,0.05,34.82,-1.5249665128046592
7,21,42,1.71579727612493,0,4.3,0.12,0.23,37.33,0.7912765538341675
7,14,31,1.1445873471182073,3,4.0,0.22,0.13,59.55,0.23218339981789904
3,18,25,-1.2335111328281487,0,3.5,0.08,0.11,37.89,-0.7262620070671327
6,16,21,-0.41749694853283054,0,3.9,0.09,0.19,58.99,-0.9924968423129749
3,15,49,-0.7089305857811584,3,1.6,0.16,0.05,57.96,0.47179475153915695
4,11,39,-1.256825823808015,3,1.8,0.19,0.05,50.21,-1.365225611657154
3,20,35,0.0487968710644942,0,1.8,0.14,0.1,45.83,2.202321180637131
5,11,28,-0.14549222043439108,0,4.5,0.21,0.21,51.18,-0.1937923365754484
6,14,42,-0.6506438583314929,0,2.7,0.25,0.2,31.58,-1.258731677558817
4,21,25,-0.32423818461336557,2,3.9,0.13,0.21,57.02,0.23218339981789904
3,13,32,-1.5249447700764767,1,3.0,0.24,0.18,31.16,-1.3918490951817382
5,10,39,-0.728359494931047,3,3.7,0.22,0.09,68.07,-0.9924968423129749
5,19,26,0.6705219638609271,3,3.1,0.24,0.08,34.19,0.9243939714570886
3,14,21,-0.8138466951905565,2,4.5,0.11,0.18,64.89,0.23218339981789904
6,12,22,0.2353143989034241,0,1.7,0.04,0.11,44.13,-0.24703930362461685
4,18,50,-0.04446189285497074,0,2.5,0.15,0.11,42.1,0.7114061032604149
6,13,42,0.4451466177222202,1,3.6,0.08,0.1,39.02,-0.007427951903358899
3,21,46,-0.569042439901961,2,2.0,0.21,0.11,60.54,0.7912765538341675
3,18,43,-0.6040144763717604,2,4.4,0.17,0.19,35.7,0.7114061032604149
4,18,22,0.2353143989034241,0,2.1,0.08,0.1,39.3,1.1906288067029307
4,12,46,-1.1635670598885501,0,3.2,0.26,0.12,61.66,-1.2054847105096487
3,21,22,-0.32423818461336557,2,4.2,0.17,0.23,61.88,1.350369707850436
7,11,34,0.1109693803441375,0,4.1,0.1,0.12,56.98,-0.7795089741163012
7,18,30,2.123804368272589,0,3.0,0.1,0.16,52.31,1.1906288067029307
3,19,27,-0.5107557124522955,2,2.5,0.11,0.14,47.92,0.9243939714570886
4,15,24,-0.18435003873416816,0,3.9,0.26,0.11,40.84,0.47179475153915695
7,13,23,0.1925707987736693,0,2.7,0.25,0.11,45.36,-0.6996385235425485
3,14,40,-1.1402523689086839,2,2.9,0.07,0.06,30.68,-0.513274138870459
4,14,27,-0.9770495320496202,3,3.5,0.11,0.2,51.68,-0.886002908214638
5,19,25,-0.06777658383483698,2,3.3,0.24,0.09,61.4,-0.08729840247711154
7,18,50,1.1445873471182073,2,3.2,0.08,0.12,31.57,0.23218339981789904
7,19,30,1.3349906567871148,2,4.2,0.14,0.16,40.13,0.41854778448998853
4,16,21,-0.04446189285497074,0,4.3,0.22,0.2,43.57,0.7114061032604149
6,19,40,0.3752025447826215,3,4.3,0.16,0.23,40.74,-0.08729840247711154
5,16,40,-0.728359494931047,0,3.8,0.18,0.1,39.17,-0.9924968423129749
4,12,49,-0.6040144763717604,0,3.6,0.25,0.14,52.94,-0.24703930362461685
5,21,26,1.797398694554462,2,1.9,0.06,0.18,58.8,2.468556015882973
5,21,33,1.797398694554462,2,2.5,0.19,0.15,62.64,2.468556015882973
6,12,47,-0.04446189285497074,0,3.8,0.12,0.16,53.88,-0.5665211059196275
5,14,42,-0.10663440213461403,2,1.6,0.11,0.06,47.5,-0.14054536952627997
3,11,50,-1.5132874245865435,1,3.1,0.1,0.18,57.6,-1.365225611657154
3,18,42,-1.0236789140093527,3,1.5,0.09,0.16,34.32,-0.24703930362461685
4,16,21,-1.0392220413292634,1,3.2,0.21,0.17,52.84,-0.9924968423129749
3,18,25,-1.2335111328281487,1,3.2,0.18,0.13,32.12,-0.7262620070671327
3,10,30,-1.5832314975261423,2,2.0,0.15,0.17,60.71,-1.5249665128046592
6,10,21,-0.41749694853283054,2,1.6,0.15,0.09,52.39,-0.9924968423129749
3,19,48,-0.5107557124522955,2,3.7,0.23,0.17,64.12,0.9243939714570886
5,15,22,0.0487968710644942,3,4.3,0.09,0.17,53.67,0.07244249867039375
4,12,41,-0.6040144763717604,1,3.2,0.13,0.1,59.72,-0.24703930362461685
4,17,45,0.3596594174627107,3,3.4,0.07,0.07,36.41,1.4036166748996044
5,10,33,-0.3397813119332764,3,4.2,0.15,0.1,57.67,-0.46002717182129055
3,21,21,-0.8138466951905565,2,4.1,0.17,0.21,50.49,0.23218339981789904
4,16,20,-0.04446189285497074,3,2.4,0.11,0.11,30.77,0.7114061032604149
5,10,45,-0.5340704034321617,2,4.0,0.24,0.15,55.49,-0.7262620070671327
4,18,43,-0.6040144763717604,1,3.3,0.12,0.13,43.24,-0.24703930362461685
4,10,44,-1.3500845877274799,3,3.2,0.19,0.18,31.67,-1.5249665128046592
4,19,45,0.07988312570431585,0,2.9,0.16,0.1,31.7,0.9243939714570886
5,13,31,-0.5146414942822731,2,1.7,0.15,0.08,65.12,-0.6996385235425485
6,19,32,0.81818167340008,1,2.3,0.16,0.09,42.25,0.41854778448998853
6,15,38,-0.18435003873416816,3,2.3,0.19,0.07,48.58,-0.7262620070671327
3,19,37,-1.1752244053784833,1,2.9,0.17,0.12,56.8,-0.5931445894442117
5,17,21,0.3596594174627107,2,3.5,0.1,0.14,49.46,0.49841823506374117
6,20,31,0.5150906906618189,2,2.3,0.09,0.12,65.33,0.07244249867039375
4,17,38,0.09542625302422668,1,3.3,0.12,0.21,32.41,0.9510174549816728
3,11,20,-1.6415182249758078,1,2.7,0.17,0.13,67.37,-1.6580839304275803
7,14,29,0.0021674891047617313,3,2.3,0.15,0.15,52.73,-0.886002908214638
5,14,29,-0.37863913023305346,0,1.6,0.1,0.07,60.1,-0.513274138870459
5,17,44,0.3596594174627107,1,3.7,0.19,0.08,36.18,0.49841823506374117
5,21,32,0.1653703259638254,3,3.6,0.14,0.2,64.1,0.23218339981789904
3,14,47,-0.8138466951905565,2,3.0,0.26,0.07,35.22,0.23218339981789904
7,18,27,2.6134128788497804,3,1.7,0.21,0.08,69.52,1.6698515101454467
6,20,36,0.0487968710644942,2,4.0,0.13,0.14,60.81,-0.46002717182129055
5,10,22,-0.728359494931047,0,4.0,0.27,0.18,46.3,-0.9924968423129749
6,10,28,-0.41749694853283054,1,1.8,0.11,0.09,33.7,-0.9924968423129749
6,15,50,-0.18435003873416816,3,2.3,0.24,0.14,49.74,-0.7262620070671327
6,17,32,0.4917759996819527,0,1.7,0.23,0.1,63.56,0.04581901514580953
6,18,42,1.0746432741786085,2,4.4,0.1,0.15,51.24,0.7114061032604149
5,13,28,0.2430859625633795,1,1.8,0.05,0.12,34.73,0.3386773339162359
3,18,40,-0.6040144763717604,2,2.3,0.11,0.13,48.96,0.7114061032604149
4,19,44,-0.8060751315306011,1,3.2,0.26,0.11,48.35,-0.5931445894442117
7,19,50,0.30137269001304506,2,3.2,0.16,0.13,43.43,-0.5931445894442117
5,14,28,-0.37863913023305346,3,3.5,0.15,0.17,67.91,-0.513274138870459
3,21,31,-0.0794339293247701,0,2.6,0.07,0.17,62.21,1.9094628618667047
3,19,24,-0.7322452767610247,3,4.0,0.25,0.2,65.79,0.41854778448998853
5,20,31,0.8259532370600354,1,3.4,0.07,0.15,49.43,1.1373818396537623
6,20,25,1.4476783298564684,0,2.9,0.18,0.11,32.52,1.1373818396537623
7,12,36,-0.6506438583314929,0,1.8,0.12,0.08,51.33,-1.5249665128046592
4,11,25,-0.5729282217319388,2,3.2,0.09,0.14,33.4,-0.1937923365754484
5,12,36,-0.8837907681301552,0,3.3,0.15,0.21,50.32,-1.2054847105096487
4,17,45,-0.9615064047297094,0,4.1,0.19,0.19,30.86,-0.8593794246900538
4,12,34,-0.9770495320496202,0,4.0,0.11,0.15,44.58,-0.886002908214638
5,11,36,-1.0003642230294865,3,2.8,0.25,0.09,40.5,-1.365225611657154
4,19,37,-0.5107557124522955,2,1.9,0.07,0.11,51.33,-0.08729840247711154
5,18,40,-0.5340704034321617,0,2.1,0.08,0.06,60.95,-0.7262620070671327
7,19,20,0.81818167340008,0,2.3,0.14,0.08,44.51,-0.08729840247711154
3,16,41,-0.6040144763717604,3,2.0,0.16,0.09,37.17,0.7114061032604149
5,18,31,1.214531420057806,3,4.4,0.25,0.1,48.16,1.6698515101454467
6,15,34,0.8648110553598125,1,3.9,0.1,0.14,63.45,0.47179475153915695
4,12,25,-0.6040144763717604,0,3.0,0.14,0.09,30.16,-0.24703930362461685
3,17,31,-0.6972732402912254,3,3.3,0.2,0.08,59.25,0.49841823506374117
3,21,46,-0.0794339293247701,0,4.1,0.18,0.21,41.51,1.9094628618667047
3,18,29,-1.0236789140093527,0,4.4,0.14,0.11,41.79,-0.24703930362461685
6,18,27,1.9139721494537931,1,3.3,0.15,0.19,31.09,1.6698515101454467
7,20,47,0.4373750540622648,2,1.9,0.06,0.13,67.8,-0.46002717182129055
7,17,43,0.4917759996819527,3,4.2,0.19,0.11,30.73,-0.4067802047721221
3,18,43,-0.8138466951905565,2,2.1,0.06,0.07,30.82,0.23218339981789904
4,10,22,-0.728359494931047,1,4.4,0.14,0.14,34.06,-0.46002717182129055
3,11,49,-1.5132874245865435,2,2.7,0.08,0.08,38.62,-1.365225611657154
4,10,31,-1.0392220413292634,1,3.8,0.12,0.1,31.17,-0.9924968423129749
3,14,35,-1.1402523689086839,2,2.1,0.15,0.15,42.68,-0.513274138870459
6,13,32,-0.46412633049256297,0,3.9,0.08,0.13,44.42,-1.0457438093621432
7,17,33,1.4165920752166468,1,2.3,0.16,0.19,58.04,0.49841823506374117
4,16,21,-1.0392220413292634,2,3.0,0.08,0.19,66.25,-0.9924968423129749
6,11,31,-0.23097942069390062,2,3.6,0.08,0.13,60.25,-0.7795089741163012
5,19,25,-0.06777658383483698,1,4.3,0.21,0.2,36.01,-0.08729840247711154
6,13,22,0.14205563498395915,1,3.2,0.08,0.14,67.5,-0.3535332377229537
3,11,35,-1.6415182249758078,3,3.7,0.12,0.09,54.73,-1.6580839304275803
7,13,47,-0.16103534775430192,2,2.6,0.15,0.09,45.53,-1.0457438093621432
4,10,45,-1.0392220413292634,0,4.1,0.23,0.12,36.12,-0.9924968423129749
5,12,30,-0.8837907681301552,1,3.5,0.21,0.2,61.2,-1.2054847105096487
3,17,48,-0.30092349363349935,0,2.3,0.17,0.14,55.96,1.4036166748996044
7,15,44,0.5733774181114845,1,3.3,0.26,0.2,48.38,-0.3269097541983695
3,17,26,-0.4990983669623623,1,4.0,0.19,0.09,58.38,0.9510174549816728
7,12,35,-0.32423818461336557,1,2.6,0.08,0.15,61.19,-1.2054847105096487
6,14,36,-0.32423818461336557,1,3.2,0.08,0.21,66.86,-0.886002908214638
7,13,30,-0.5146414942822731,3,3.6,0.09,0.15,32.05,-1.3918490951817382
3,20,25,-0.41749694853283054,1,2.9,0.2,0.16,45.14,1.1373818396537623
6,13,33,0.14205563498395915,2,1.5,0.06,0.08,62.71,-0.3535332377229537
7,10,35,-0.9226485864299323,3,3.0,0.22,0.19,56.05,-1.7912013480505014
4,20,47,0.8259532370600354,1,2.2,0.05,0.1,56.84,2.202321180637131
4,16,47,-0.04446189285497074,1,2.9,0.24,0.08,32.8,0.7114061032604149
7,19,41,0.30137269001304506,0,1.5,0.16,0.09,58.98,-0.5931445894442117
7,20,46,3.157422335046659,3,4.1,0.26,0.17,64.55,2.202321180637131
6,11,44,-0.48744102147242924,3,3.4,0.17,0.18,33.28,-1.0723672928867274
6,10,46,-0.6506438583314929,1,3.8,0.08,0.08,33.36,-1.258731677558817
3,13,33,-1.3733992787073461,0,1.6,0.16,0.17,63.73,-1.0457438093621432
7,12,23,0.0021674891047617313,1,1.9,0.21,0.16,48.76,-0.886002908214638
6,20,30,0.5150906906618189,1,3.3,0.21,0.14,43.36,0.07244249867039375
5,17,45,1.0202423285589206,0,3.8,0.18,0.09,56.81,1.4036166748996044
7,16,33,0.7637807277803921,1,3.8,0.26,0.22,39.19,-0.14054536952627997
3,14,48,-1.4666580426268112,0,3.5,0.23,0.1,58.06,-1.258731677558817
7,11,20,-0.18823582056414587,0,3.7,0.17,0.1,49.41,-1.0723672928867274
7,17,26,2.3414081507513407,1,1.8,0.17,0.18,34.08,1.4036166748996044
6,19,36,-0.06777658383483698,2,3.2,0.06,0.11,65.53,-0.5931445894442117
3,18,22,-0.39418225755296427,3,4.2,0.14,0.17,58.89,1.1906288067029307
3,16,31,-0.6040144763717604,0,2.8,0.13,0.12,55.62,0.7114061032604149
6,15,48,0.1653703259638254,1,3.8,0.22,0.11,42.22,-0.3269097541983695
7,20,45,2.0694034226529014,3,1.8,0.17,0.13,44.47,1.1373818396537623
3,20,21,0.0487968710644942,0,3.1,0.24,0.08,67.82,2.202321180637131
4,10,24,-1.5055158609265882,1,1.8,0.13,0.1,36.16,-1.7912013480505014
4,15,25,-0.18435003873416816,1,1.8,0.2,0.04,40.82,0.47179475153915695
3,18,33,-0.18435003873416816,1,3.5,0.24,0.21,48.33,1.6698515101454467
5,10,45,-0.728359494931047,0,3.8,0.18,0.15,65.89,-0.9924968423129749
5,16,25,0.8259532370600354,0,2.7,0.11,0.1,63.51,1.1373818396537623
6,21,24,1.6341958576953983,2,1.7,0.14,0.11,45.31,1.350369707850436
7,17,33,0.9541840374492997,1,4.4,0.19,0.22,45.35,0.04581901514580953
3,13,34,-0.7672173132308241,1,3.8,0.15,0.19,38.0,0.3386773339162359
3,13,30,-1.070308295969085,3,1.9,0.23,0.11,46.95,-0.3535332377229537
6,20,22,2.3802659690511176,3,2.4,0.17,0.06,39.98,2.202321180637131
4,11,42,-1.256825823808015,3,2.3,0.21,0.07,46.15,-1.365225611657154
7,11,44,-0.18823582056414587,0,1.7,0.2,0.11,53.57,-1.0723672928867274
4,19,34,-0.8060751315306011,3,1.6,0.12,0.11,61.88,-0.5931445894442117
7,10,44,-0.37863913023305346,2,2.6,0.12,0.08,45.13,-1.258731677558817
4,21,45,0.0021674891047617313,1,2.2,0.05,0.07,53.39,0.7912765538341675
5,21,44,-0.24263676618383376,2,3.1,0.24,0.2,32.93,-0.3269097541983695
7,20,43,2.6134128788497804,1,4.4,0.24,0.23,46.88,1.6698515101454467
4,14,25,-0.7594457495708686,0,1.8,0.17,0.11,55.54,-0.513274138870459
7,10,31,0.4373750540622648,1,3.9,0.22,0.09,58.33,-0.46002717182129055
4,12,45,-0.41749694853283054,2,2.9,0.06,0.13,45.57,0.07244249867039375
6,17,50,0.09542625302422668,0,2.4,0.06,0.13,31.71,-0.4067802047721221
5,20,35,-0.3397813119332764,2,2.9,0.09,0.16,50.42,-0.46002717182129055
6,20,24,0.5150906906618189,0,3.6,0.17,0.09,39.76,0.07244249867039375
7,15,25,0.9813845102591436,3,1.6,0.17,0.08,40.72,0.07244249867039375
5,17,35,-0.30092349363349935,0,2.6,0.21,0.09,57.37,-0.4067802047721221
4,10,25,-1.3500845877274799,2,2.3,0.05,0.11,41.09,-1.5249665128046592
4,15,25,-0.6506438583314929,0,2.3,0.09,0.05,40.99,-0.3269097541983695
3,13,43,-0.7672173132308241,2,3.6,0.2,0.19,66.47,0.3386773339162359
3,12,28,-1.5832314975261423,0,2.8,0.15,0.19,49.12,-1.5249665128046592
4,20,27,0.8259532370600354,0,4.0,0.2,0.15,37.18,2.202321180637131
3,13,37,-1.070308295969085,0,3.5,0.13,0.17,56.93,-0.3535332377229537
7,13,43,1.253389238357583,1,2.8,0.08,0.18,66.63,0.3386773339162359
7,21,44,1.1445873471182073,1,3.4,0.26,0.16,42.56,0.23218339981789904
6,16,34,0.7016082185007488,3,1.6,0.14,0.13,31.92,0.28543036686706746
4,10,33,-0.8837907681301552,0,3.7,0.15,0.09,45.34,-0.7262620070671327
6,21,45,2.123804368272589,3,2.8,0.22,0.06,54.18,1.9094628618667047
7,19,34,2.3686086235611845,3,3.9,0.25,0.14,61.62,1.4302401584241886
5,13,23,-0.009489856385171387,3,2.1,0.19,0.13,53.24,-0.007427951903358899
4,16,41,-0.04446189285497074,2,4.0,0.26,0.2,33.92,0.7114061032604149
6,12,35,0.5150906906618189,3,3.8,0.15,0.22,48.08,0.07244249867039375
6,16,48,-0.04446189285497074,1,3.0,0.12,0.18,48.33,-0.5665211059196275
4,15,26,-0.18435003873416816,0,2.9,0.17,0.2,68.61,0.47179475153915695
3,17,40,-0.4990983669623623,3,2.5,0.17,0.19,36.8,0.9510174549816728
3,21,20,-0.0794339293247701,1,2.8,0.18,0.19,57.09,1.9094628618667047
7,11,21,0.7093797821607042,2,2.3,0.21,0.11,60.38,-0.1937923365754484
6,15,49,-0.18435003873416816,0,3.5,0.19,0.12,32.97,-0.7262620070671327
3,11,29,-1.0003642230294865,3,2.7,0.22,0.17,66.81,-0.1937923365754484
6,17,45,0.09542625302422668,2,2.9,0.1,0.08,32.14,-0.4067802047721221
3,18,38,-0.8138466951905565,2,2.2,0.16,0.17,63.49,0.23218339981789904
7,12,36,0.0021674891047617313,3,1.7,0.04,0.17,33.44,-0.886002908214638
5,21,49,1.3893916024068027,0,4.1,0.14,0.16,44.72,1.9094628618667047
3,17,41,-1.0936229869489513,2,2.2,0.21,0.18,38.88,-0.4067802047721221
4,16,30,0.20422814426360245,1,3.4,0.11,0.18,35.44,1.1373818396537623
7,11,32,0.7093797821607042,0,3.2,0.19,0.09,33.04,-0.1937923365754484
6,12,36,-0.8837907681301552,3,3.0,0.22,0.14,57.82,-1.5249665128046592
7,21,37,3.4294270631450985,0,2.3,0.11,0.19,36.67,2.468556015882973
4,15,36,-0.8837907681301552,1,4.4,0.23,0.22,43.06,-0.7262620070671327
6,15,33,0.8648110553598125,1,2.8,0.13,0.17,34.12,0.47179475153915695
7,19,46,2.3686086235611845,0,4.3,0.14,0.18,55.52,1.4302401584241886
5,12,37,-0.6506438583314929,0,3.0,0.25,0.2,45.29,-0.886002908214638
5,21,20,1.797398694554462,0,2.6,0.25,0.12,43.32,2.468556015882973
5,12,49,-1.1169376779288176,3,1.6,0.14,0.04,50.2,-1.5249665128046592
5,21,38,1.797398694554462,0,4.0,0.11,0.2,36.56,2.468556015882973
4,14,41,-0.5418419670921171,1,3.9,0.1,0.14,62.16,-0.14054536952627997
5,20,25,0.8259532370600354,0,4.4,0.12,0.18,44.46,1.1373818396537623
4,15,35,-1.1169376779288176,0,2.7,0.09,0.14,56.08,-1.125614259935896
3,10,39,-1.6998049524254735,3,3.5,0.17,0.13,68.08,-1.7912013480505014
3,21,22,0.1653703259638254,0,4.0,0.18,0.19,60.45,2.468556015882973
4,20,30,-0.41749694853283054,0,3.0,0.14,0.06,45.71,0.07244249867039375
6,16,27,-0.04446189285497074,1,1.8,0.17,0.12,38.72,-0.5665211059196275
5,19,50,0.30137269001304506,1,3.7,0.2,0.13,43.19,0.41854778448998853
6,14,21,0.6549788365410163,0,2.3,0.19,0.08,54.99,0.23218339981789904
4,16,25,-0.5418419670921171,1,4.0,0.23,0.18,57.84,-0.14054536952627997
5,10,44,-0.3397813119332764,3,3.3,0.2,0.18,61.98,-0.46002717182129055
4,20,47,-0.728359494931047,2,1.9,0.17,0.16,37.87,-0.46002717182129055
4,14,50,-0.9770495320496202,3,2.4,0.08,0.18,48.04,-0.886002908214638
6,20,33,2.3802659690511176,2,2.5,0.16,0.15,49.17,2.202321180637131
7,13,23,-0.16103534775430192,2,2.4,0.19,0.09,47.62,-1.0457438093621432
3,12,23,-1.1635670598885501,1,3.3,0.17,0.09,43.82,-0.5665211059196275
4,17,37,0.3596594174627107,0,3.4,0.1,0.07,36.0,1.4036166748996044
3,12,20,-0.8837907681301552,3,2.9,0.22,0.18,65.17,0.07244249867039375
3,11,35,-1.5132874245865435,0,3.8,0.21,0.14,39.69,-1.365225611657154
4,21,39,-0.6506438583314929,2,1.6,0.13,0.08,43.74,-0.3269097541983695
5,10,26,-1.1169376779288176,3,2.6,0.17,0.16,68.9,-1.5249665128046592
5,15,20,-0.8255040406804897,0,2.4,0.12,0.1,34.42,-1.125614259935896
3,18,36,-1.2335111328281487,3,4.5,0.12,0.09,67.85,-0.7262620070671327
3,15,25,-1.058650950479152,3,2.7,0.07,0.13,41.65,-0.3269097541983695
5,11,27,-0.14549222043439108,1,1.6,0.1,0.18,65.25,-0.1937923365754484
5,15,21,0.34023050831282214,1,3.9,0.13,0.14,47.11,0.47179475153915695
3,11,30,-1.1285950234187507,2,2.5,0.06,0.17,34.61,-0.48665065534587476
6,12,40,-0.32423818461336557,2,3.1,0.24,0.18,35.97,-0.886002908214638
4,15,46,-1.1169376779288176,1,3.2,0.07,0.12,62.42,-1.125614259935896
6,18,45,1.9139721494537931,3,1.7,0.04,0.16,49.48,1.6698515101454467
6,13,38,-0.7672173132308241,1,2.9,0.07,0.08,47.21,-1.3918490951817382
3,20,41,-0.6506438583314929,2,4.0,0.19,0.22,48.44,0.604912169162078
6,12,36,0.5150906906618189,3,3.6,0.24,0.16,49.77,0.07244249867039375
6,17,27,1.2844754929974047,0,3.1,0.13,0.07,40.11,0.9510174549816728
4,11,24,-0.7439026222509578,1,3.7,0.21,0.14,67.29,-0.48665065534587476
4,12,22,-0.9770495320496202,3,2.5,0.25,0.09,36.21,-0.886002908214638
4,14,32,-1.1946533145283718,0,4.1,0.24,0.21,47.95,-1.258731677558817
3,15,34,-1.2335111328281487,0,4.5,0.17,0.14,40.92,-0.7262620070671327
5,11,48,-1.0003642230294865,1,2.2,0.11,0.09,67.63,-1.365225611657154
4,12,31,-1.1635670598885501,2,2.9,0.18,0.14,68.34,-1.2054847105096487
7,13,48,-0.16103534775430192,0,1.6,0.17,0.13,53.57,-1.0457438093621432
3,15,40,-0.8837907681301552,3,3.9,0.12,0.13,61.61,0.07244249867039375
5,13,37,-0.5146414942822731,0,4.4,0.24,0.13,67.49,-0.6996385235425485
7,21,22,2.8582171341383757,3,2.8,0.22,0.06,57.16,1.9094628618667047
6,13,32,-0.46412633049256297,3,4.3,0.18,0.09,33.83,-1.0457438093621432
5,15,25,-0.24263676618383376,0,4.3,0.23,0.2,55.76,-0.3269097541983695
7,21,49,1.71579727612493,1,4.3,0.21,0.18,52.64,0.7912765538341675
4,14,29,-0.9770495320496202,2,3.9,0.08,0.19,63.18,-0.886002908214638
6,14,41,-0.32423818461336557,2,2.0,0.09,0.14,69.74,-0.886002908214638
3,10,42,-1.5832314975261423,0,2.4,0.21,0.13,61.0,-1.5249665128046592
7,18,48,0.6549788365410163,1,2.3,0.15,0.05,33.81,-0.24703930362461685
7,13,43,1.253389238357583,2,3.3,0.1,0.08,39.88,0.3386773339162359
4,19,38,-0.2154362933739898,3,1.7,0.05,0.07,65.14,0.41854778448998853
3,21,24,-0.569042439901961,2,4.5,0.2,0.15,69.57,0.7912765538341675
4,19,42,-0.5107557124522955,3,4.2,0.11,0.2,53.29,-0.08729840247711154
5,15,23,0.0487968710644942,0,2.5,0.23,0.12,42.88,0.07244249867039375
7,20,40,3.157422335046659,1,1.6,0.11,0.13,46.67,2.202321180637131
6,14,44,-0.6506438583314929,3,4.2,0.28,0.14,61.51,-1.258731677558817
5,10,29,-0.9226485864299323,1,3.3,0.22,0.18,47.61,-1.258731677558817
7,18,20,0.6549788365410163,1,2.3,0.14,0.16,67.42,-0.24703930362461685
6,14,31,0.9813845102591436,2,1.7,0.22,0.1,49.87,0.604912169162078
5,17,45,1.0202423285589206,3,2.7,0.19,0.13,38.76,1.4036166748996044
3,17,41,-0.30092349363349935,2,2.2,0.17,0.04,36.74,1.4036166748996044
5,15,45,0.34023050831282214,1,3.6,0.12,0.18,38.49,0.47179475153915695
5,11,43,-0.7866462223807126,0,4.2,0.23,0.17,37.24,-1.0723672928867274
5,19,44,-0.436925857682719,2,3.9,0.19,0.16,46.6,-0.5931445894442117
5,16,44,-0.41749694853283054,1,4.0,0.26,0.19,35.43,-0.5665211059196275
6,18,34,0.6549788365410163,2,2.6,0.18,0.14,69.37,0.23218339981789904
7,16,35,0.328573162822889,1,1.7,0.15,0.1,42.7,-0.5665211059196275
4,19,40,0.3752025447826215,1,3.4,0.1,0.17,49.02,1.4302401584241886
3,13,42,-1.070308295969085,3,2.0,0.05,0.09,64.17,-0.3535332377229537
5,10,45,-0.5340704034321617,0,3.2,0.15,0.17,66.42,-0.7262620070671327
7,16,23,2.0694034226529014,3,2.1,0.16,0.13,32.63,1.1373818396537623
4,19,35,0.6705219638609271,0,3.9,0.22,0.18,34.4,1.9360863453912889
4,15,35,-0.41749694853283054,2,4.2,0.19,0.12,51.88,0.07244249867039375
7,16,26,-0.10663440213461403,3,2.1,0.11,0.06,32.72,-0.9924968423129749
6,12,34,-0.6040144763717604,1,2.3,0.17,0.12,58.69,-1.2054847105096487
7,11,42,-0.18823582056414587,3,3.9,0.19,0.09,45.24,-1.0723672928867274
7,18,44,0.6549788365410163,2,2.7,0.24,0.09,33.37,-0.24703930362461685
3,11,30,-1.5132874245865435,1,2.4,0.07,0.15,66.21,-1.365225611657154
5,12,50,0.0487968710644942,3,2.3,0.22,0.1,40.02,0.07244249867039375
3,17,37,-1.0936229869489513,2,2.4,0.17,0.1,54.48,-0.4067802047721221
6,18,20,-0.18435003873416816,0,2.7,0.21,0.18,53.72,-0.7262620070671327
3,16,39,-0.7905320042106903,0,4.2,0.13,0.11,53.39,0.28543036686706746
